Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-058604,2019-11,11/21/2019 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1234,WASHINGTON AVE,36, , ,1234,WASHINGTON,906445.8,1019008
19-058651,2019-11,11/21/2019 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5518,WREN AVE,72, , ,5518,WREN,892488,1044370
19-058590,2019-11,11/21/2019 23:38,Y, , ,1, , 52222,4,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,101,CHOUTEAU AVE,35, ,FOUR SEASONS DISTRIBUTING,101,CHOUTEAU,908906.1,1013216
19-058715,2019-11,11/22/2019 00:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5702,ERA AVE,76, , ,5702,ERA,890190.6,1047351
19-058595,2019-11,11/22/2019 00:30,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,701,WILMINGTON AVE,1, , ,701,WILMINGTON,891459.5,994027.8
19-058595,2019-11,11/22/2019 00:30,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,701,WILMINGTON AVE,1, , ,701,WILMINGTON,891459.5,994027.8
19-058608,2019-11,11/22/2019 01:30,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4130,BLAINE AVE,28, , ,4130,BLAINE,891264.3,1014636
19-058598,2019-11,11/22/2019 01:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / LINDELL,38, , , , ,887402,1023458
19-058602,2019-11,11/22/2019 01:50,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3517,ALBERTA ST,16, , ,3517,ALBERTA,893373.3,1002233
19-058606,2019-11,11/22/2019 02:08,Y, , ,1, , 65711,6,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,7557,HALL ST,74,PICK-N-PULL,SOUTH EAST SIDE OF SALVAGE YARD,7557,HALL,898564.8,1045187
19-058605,2019-11,11/22/2019 02:33,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S JEFFERSON AVE / SCOTT AVE,36, , , , ,900758.5,1016817
19-058665,2019-11,11/22/2019 02:54,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5008,S GRAND BLVD,16,KAISER GRAND MART, ,5008,GRAND,891517.6,997405.6
19-058609,2019-11,11/22/2019 03:13,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5400,N KINGSHIGHWAY BLVD,71, , ,5400,KINGSHIGHWAY,894790.6,1040096
19-058706,2019-11,11/22/2019 03:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5719,DEWEY AVE,3, , ,5719,DEWEY,889150.7,996033.3
19-058611,2019-11,11/22/2019 03:45,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,1312,N 10TH ST,62, ,@COCHRAN, , ,908343.1,1021343
19-058739,2019-11,11/22/2019 03:45,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5539,BEACON AVE,72, , ,5539,BEACON,893316.9,1043530
19-058612,2019-11,11/22/2019 04:00,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4451,FOREST PARK AVE,38,PARKVIEW APARTMENTS, ,716,KINGSHIGHWAY,889537.3,1021388
19-058613,2019-11,11/22/2019 04:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2105,HAMPTON AVE,11,CIRCLE K, ,2105,HAMPTON,880860.7,1013686
19-058664,2019-11,11/22/2019 06:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4531,ALASKA AVE,16, , ,4531,ALASKA,893284.7,998488.9
19-059681,2019-11,11/22/2019 07:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4272,E SACRAMENTO AVE,68, , ,4272,SACRAMENTO,896697.9,1032483
19-058630,2019-11,11/22/2019 07:30,Y, , ,1, , 32112,5,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,5904,ENRIGHT AVE,48, ,APARTMENT COMPLEX,5904,ENRIGHT,879968.7,1027573
19-058639,2019-11,11/22/2019 07:30,Y, , ,1, , 38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,5934,DELMAR BLVD,46, , ,5934,DELMAR,879694.6,1027248
19-058637,2019-11,11/22/2019 08:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4818,GOETHE AVE,6, , ,4824,GOETHE,883011.8,999050.2
19-058839,2019-11,11/22/2019 08:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8880,N BROADWAY,74, ,SPEEDIES GAS STATION,830,BROADWAY,897929.1,1053370
19-058726,2019-11,11/22/2019 08:30,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2617,CAROLINE ST,31, , ,2617,CAROLINE,900196.5,1014456
19-058816,2019-11,11/22/2019 08:45,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4011,DELMAR BLVD,58,VETERANS  HOUSES,EAST PARKING LOT,4011,DELMAR,894365.3,1023749
19-058636,2019-11,11/22/2019 09:10,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,MINNESOTA AVE / OSCEOLA ST,17, , , , ,895099.9,998923.1
19-058643,2019-11,11/22/2019 09:21,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6456,CHIPPEWA,8, , ,6456,CHIPPEWA,877312.6,1004900
19-058646,2019-11,11/22/2019 09:28,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1003,ART HILL PL,42, , , , ,879202.6,1018785
19-058781,2019-11,11/22/2019 09:35,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S BROADWAY / LEMP AVE,18, , , , ,900549.7,1003740
19-058649,2019-11,11/22/2019 09:42,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3573,BAMBERGER AVE,15, , ,3900,HARTFORD,891948.5,1004428
19-058722,2019-11,11/22/2019 10:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1010,MARKET ST,35,SUBWAY, ,1010,MARKET,906859,1017120
19-058676,2019-11,11/22/2019 10:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4119,LINDELL BLVD,38,RAINBOW, ,4119,LINDELL,892653.7,1022142
19-059186,2019-11,11/22/2019 10:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6503,ARSENAL ST,11, , ,6503,ARSENAL,877762.2,1010363
19-058688,2019-11,11/22/2019 10:00,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,1624,LOCUST ST,36,ST LOUIS PUBLIC LIBRARY, ,4408,FLORISS,904827.7,1019000
19-058653,2019-11,11/22/2019 10:20,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,N 3RD ST,35, , , , ,910107.5,1018787
19-058794,2019-11,11/22/2019 10:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4557,DR MARTIN LUTHER KING DR,56, , , , ,891679.1,1028851
19-058671,2019-11,11/22/2019 10:35,Y, , ,1, , 10000,5,HOMICIDE,4557,DR MARTIN LUTHER KING DR,56, , ,4582,DR MARTIN LUTHER KING,891679.1,1028851
19-058685,2019-11,11/22/2019 10:45,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4614,POPE AVE,68, , ,4614,POPE,898106.9,1036326
19-058674,2019-11,11/22/2019 10:56,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3545,LINDELL BLVD,77, , ,3545,LINDELL,896904.9,1020990
19-058667,2019-11,11/22/2019 10:58,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6419,S KINGSHIGHWAY BLVD,6, , ,6419,KINGSHIGHWAY,881712.4,997751.1
19-058670,2019-11,11/22/2019 11:07,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,315,N 9TH ST,35,CULINARIA, ,315,9TH,907779.2,1018012
19-058683,2019-11,11/22/2019 11:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1015,PARK AVE,34, , ,1015,PARK,905579.6,1012632
19-058691,2019-11,11/22/2019 11:57,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,EMERSON AVE / W FLORISSANT AVE,71, , ,310,15TH,894107,1042794
19-058679,2019-11,11/22/2019 12:20,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,8424,REILLY AVE,2, ,GATEWAY WATERPROOFING,8424,REILLY,888308.4,985218.9
19-058727,2019-11,11/22/2019 12:25,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,5010,ENRIGHT AVE,51, , ,5010,ENRIGHT,887696.4,1026535
19-059200,2019-11,11/22/2019 12:30,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2251,S JEFFERSON AVE,24,LIVING ROOM, ,2251,JEFFERSON,899412,1010346
19-058826,2019-11,11/22/2019 13:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DELMAR BLVD / N EUCLID AVE,38, , , , ,888628.4,1026138
19-058709,2019-11,11/22/2019 13:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,N 10TH ST / LOCUST ST,35,KIENARD PARKING GARAGE, , , ,907539.4,1018377
19-058895,2019-11,11/22/2019 13:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4569,RIDGEWOOD AVE,5, , ,4559,RIDGEWOOD,885458.3,1002439
19-059494,2019-11,11/22/2019 13:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4426,MCPHERSON AVE,38, , ,4425,MCPHERSON,890397.9,1023857
19-058692,2019-11,11/22/2019 13:45,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
19-058698,2019-11,11/22/2019 13:46,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,401,S 14TH ST,36,@METROLINK - CIVIC CENTER,@METROLINK - CIVIC CENTER,401,14TH,905172.7,1016526
19-058694,2019-11,11/22/2019 13:49,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,200,MARCEAU ST,2, , , , ,887355.3,986381.5
19-058703,2019-11,11/22/2019 13:50,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8636,RIVERVIEW BLVD,74, ,IN REAR ALLEY,8636,RIVERVIEW,894099.9,1049459
19-058996,2019-11,11/22/2019 14:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4615,WESTMINSTER PL,38, , ,4615,WESTMINSTER,889459.2,1025039
19-058728,2019-11,11/22/2019 14:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1500,PARK AVE,33,AFFINIA HEALTHCARE, ,1500,PARK,903776.8,1013299
19-058704,2019-11,11/22/2019 14:00,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,1004,N JEFFERSON AVE,61, ,@SCHOOL - CARR LANE,1004,JEFFERSON,902535.7,1021759
19-058716,2019-11,11/22/2019 14:19,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2846,OSAGE ST,16, , ,2846,OSAGE,896208.4,1001263
19-058708,2019-11,11/22/2019 14:30,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,8014,N BROADWAY,74, , ,8014,BROADWAY,897274.9,1047314
19-058733,2019-11,11/22/2019 14:44,Y, , ,1, , 43014,4,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,1920,N GRAND BLVD,59, ,@HOTEL- GUEST HOST MOTEL, , ,899103.1,1025935
19-058828,2019-11,11/22/2019 15:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4919,LEAHY AVE,71, , , , ,894695.6,1039308
19-058757,2019-11,11/22/2019 15:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1,N GRAND BLVD,37,SLU - DUBOURG HALL, , , ,896288.8,1019970
19-058737,2019-11,11/22/2019 15:30,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4626,MICHIGAN AVE,17, ,MICHIGAN AND ITASKA, , ,894533.7,997295.4
19-059176,2019-11,11/22/2019 16:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@HOSPITAL - BARNES JEWISH,4949, ,887396.8,1020150
19-058773,2019-11,11/22/2019 16:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3736,WISCONSIN AVE,18, , ,3736,WISCONSIN,899678.6,1002436
19-059123,2019-11,11/22/2019 16:00,Y, , ,1, , 52322,2,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,2741,HEREFORD ST,13, , ,2741,HEREFORD,885220.8,1010769
19-058723,2019-11,11/22/2019 16:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,I 64 WESTBOUND / S KINGSHIGHWA,38, , , , ,887188.9,1018808
19-059100,2019-11,11/22/2019 16:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,5325,WEST AVE,5, , ,5325,WEST,885147.2,1000556
19-058729,2019-11,11/22/2019 16:10,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1220,S 8TH ST,34, , ,1220,8TH,906600.7,1012815
19-058740,2019-11,11/22/2019 16:40,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3935,MCREE AVE,28, , ,3935,MCREE,892736.7,1014325
19-058740,2019-11,11/22/2019 16:40,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3935,MCREE AVE,28, , ,3935,MCREE,892736.7,1014325
19-058742,2019-11,11/22/2019 16:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2321,MCCAUSLAND AVE,10, , , , ,874571.1,1012739
19-059395,2019-11,11/22/2019 17:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,3431,UNION BLVD,50,SCHNUCKS CITY PLAZA ON UNION, ,5129,PAGE,888884.8,1036000
19-058888,2019-11,11/22/2019 17:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,3306,COMPTON,0,0
19-058846,2019-11,11/22/2019 17:00,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,8453,EDNA ST,74, , ,8453,EDNA,895457.1,1049397
19-058843,2019-11,11/22/2019 17:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2615,WASHINGTON AVE,37, , ,2615,WASHINGTON,901832.9,1020376
19-058913,2019-11,11/22/2019 17:00,Y, , ,1, ,262300,5,PORNAGRAPHY-PBLIC DSPLAY SEX MATERIALS,5398,PERSHING AVE,47, ,1W,5398,PERSHING,883490.4,1024727
19-058748,2019-11,11/22/2019 17:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1342,MONTCLAIR AVE,78, , ,1342,MONTCLAIR,883723.4,1031194
19-058761,2019-11,11/22/2019 17:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3852,WASHINGTON AVE,77, , ,3851,WASHINGTON,895377.3,1022656
19-058749,2019-11,11/22/2019 17:50,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1521,N 13TH ST,60, , ,1521,13TH,907643.8,1022605
19-058867,2019-11,11/22/2019 18:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,919,N JEFFERSON AVE,59, ,@CPD,919,JEFFERSON,902219.7,1021301
19-058756,2019-11,11/22/2019 18:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3933,S BROADWAY,16, ,@HOSPITAL - SAINT ALEXIUS,3933,BROADWAY,897890.5,1001421
19-058851,2019-11,11/22/2019 18:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4936,WREN AVE,72, , ,4936,WREN,889827.5,1042507
19-058753,2019-11,11/22/2019 18:00,Y, , ,1, ,183400,6,DRUGS-SALE/MARIJUANA,1455,E DE SOTO AVE,66, , ,1455,DE SOTO,903089.9,1034846
19-058840,2019-11,11/22/2019 18:20,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,CARDINAL AVE / LOCUST ST,37, , , , ,899205,1020595
19-058784,2019-11,11/22/2019 18:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,LINDELL BLVD / OLIVE ST,37, , , , ,897614.6,1020776
19-058823,2019-11,11/22/2019 18:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3827,MERAMEC ST,16, ,LOWER APARTMENT,3827,MERAMEC,892041.9,1001388
19-058830,2019-11,11/22/2019 19:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,N COMPTON AVE / FRANKLIN AVE,59, , ,817,COMPTON,899028.3,1022061
19-058770,2019-11,11/22/2019 19:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2110,ANN AVE,23, , ,2110,ANN,900756.8,1010619
19-058754,2019-11,11/22/2019 19:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / PENROSE,69, , , , ,892139.8,1037195
19-058760,2019-11,11/22/2019 19:10,Y, , ,1, , 43015,6,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4912,MARGARETTA AVE,69, , ,4912,MARGARETTA,892163.1,1035703
19-058763,2019-11,11/22/2019 19:20,Y, , ,1, ,211000,5,DUI-DRVING WHILE INTOXICATED,5300,LINDELL BLVD,38, , ,5300,LINDELL,887386.8,1019294
19-059020,2019-11,11/22/2019 19:20,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,1113,SALISBURY ST,65,PHILLIPS 66, ,1113,SALISBURY,906468.6,1029947
19-058769,2019-11,11/22/2019 19:21,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4922,THRUSH AVE,72, , ,4922,THRUSH,890118.3,1041863
19-058762,2019-11,11/22/2019 19:28,Y, , ,1, ,151400,5,WEAPONS-STATE VIOL/DEFACED FIREARM,4170,ENRIGHT AVE,58, , ,4170,ENRIGHT,893274.7,1024540
19-058805,2019-11,11/22/2019 20:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5200,PAGE BLVD,51, ,SUSPECTS APARTMENT, , ,0,0
19-059060,2019-11,11/22/2019 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3823,SHENANDOAH AVE,27, , , ,SHENANDOAH,893266.4,1011121
19-058767,2019-11,11/22/2019 20:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5853,S KINGSHIGHWAY BLVD,6, , , , ,882164.6,999102.2
19-058764,2019-11,11/22/2019 20:15,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5123,MAFFITT AVE,52, , , , ,888918.3,1033366
19-058864,2019-11,11/22/2019 20:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5650,OAKLAND AVE,41,HAMPTON INN, ,5650,OAKLAND,882152.9,1018203
19-058880,2019-11,11/22/2019 21:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3734,NEBRASKA AVE,19, , ,3734,NEBRASKA,896439.3,1002931
19-058776,2019-11,11/22/2019 21:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,819,N KINGSHIGHWAY BLVD,51,ST LOUIS KITCHEN RESTAURANT, ,819,KINGSHIGHWAY,887750.6,1026917
19-058780,2019-11,11/22/2019 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,EILER ST / GRACE AVE,3, , , , ,890484.2,996647
19-058778,2019-11,11/22/2019 21:30,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5234,MIMIKA AVE,76, , ,5234,MIMIKA,889235.3,1045058
19-058842,2019-11,11/22/2019 21:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6300,CLAYTON RD,44,HOTEL - CHESHIRE INN, ,6300,CLAYTON,875529.1,1019557
19-058779,2019-11,11/22/2019 21:55,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,3300,SAMUEL SHEPARD DR,77, ,SOUTH CURB, , ,898492.2,1021496
19-058782,2019-11,11/22/2019 22:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1529,MCLARAN AVE,73, , ,1529,MCLARAN,893725.8,1049883
19-058818,2019-11,11/22/2019 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,BATES ST / PUTNAM ST,1, , , , ,892616.8,994559.5
19-058788,2019-11,11/22/2019 23:26,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4975,PARKER AVE,14, ,APT B,4975,PARKER,884787.4,1007186
19-058785,2019-11,11/22/2019 23:27,Y, , ,1, ,265321,0,LEAVING SCENE OF ACCIDENT,0,UNKNOWN,0,FLORISSANT PD, , , ,0,0
19-058792,2019-11,11/22/2019 23:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4610,JAMIESON AVE,9, , ,4610,JAMIESON,874713.3,1003766
19-058786,2019-11,11/22/2019 23:32,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
19-058885,2019-11,11/22/2019 23:59,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",908,LAFAYETTE AVE,21,MISSION TACO, ,908,LAFAYETTE,905007.2,1011313
19-058877,2019-11,11/22/2019 23:59,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4263,MARYLAND AVE,38, , ,4263,MARYLAND,891615.6,1022769
19-058837,2019-11,11/23/2019 00:01,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4101,KOELN AVE,4, , ,4101,KOELN,883313.5,992952.1
19-058822,2019-11,11/23/2019 00:01,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5008,S GRAND BLVD,16, , ,5008,GRAND,891517.6,997405.6
19-058855,2019-11,11/23/2019 00:01,Y, , ,1, , 72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,3521,BINGHAM AVE,16, , ,3521,BINGHAM,893494.5,999826.4
19-059147,2019-11,11/23/2019 00:01,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3354,IOWA AVE,19, , ,3354,IOWA,897792.5,1005220
19-058875,2019-11,11/23/2019 00:30,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1019,N SKINKER PKWY,48, , ,1019,SKINKER,878976.1,1030954
19-058875,2019-11,11/23/2019 00:30, , , ,-1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1019,N SKINKER PKWY,48, , ,1019,SKINKER,878976.1,1030954
19-059058,2019-11,11/23/2019 00:30,Y, , ,1, , 44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",500,N VANDEVENTER AVE,77, , ,500,VANDEVENTER,894865.9,1022470
19-058795,2019-11,11/23/2019 00:40,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1916,ARLINGTON AVE,50, , ,1916,ARLINGTON,886395.5,1032933
19-058799,2019-11,11/23/2019 00:40,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",724,BADEN AVE,74, ,APT A,724,BADEN,897340.6,1047905
19-058797,2019-11,11/23/2019 00:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,ANGELICA ST / N BROADWAY,64, , , , ,906305.7,1032005
19-059041,2019-11,11/23/2019 01:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4510,S COMPTON AVE,17, , ,4510,COMPTON,894335,998159.5
19-058815,2019-11,11/23/2019 01:07,Y, , ,1, ,204200,2,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR,0,BERTHOLD AVE / CLAYTON AVE,44, , , , ,877058.8,1018570
19-058804,2019-11,11/23/2019 01:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4800,GOODFELLOW BLVD,70, , , , ,887231.2,1043366
19-058856,2019-11,11/23/2019 02:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7111,VERMONT AVE,1, , ,7111,VERMONT,889172.6,990705.6
19-058806,2019-11,11/23/2019 02:18,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4980,NATURAL BRIDGE AVE,55, , , , ,891250.9,1034983
19-058809,2019-11,11/23/2019 02:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4441,NORFOLK AVE,39, ,UNIT A,4441,NORFOLK,888539.3,1016478
19-058808,2019-11,11/23/2019 02:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,421,S 10TH ST,35, , ,421,10TH,906905.9,1016099
19-058861,2019-11,11/23/2019 02:43,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",7316,PENNSYLVANIA AVE,2, , ,7316,PENNSYLVANIA,889809.3,989074
19-058811,2019-11,11/23/2019 02:50,Y, , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4192,MERAMEC ST,5, , ,4192,MERAMEC,888455.3,1003592
19-058915,2019-11,11/23/2019 03:00,Y, , ,1, , 72130,4,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,1113,ANGELICA ST,65, , ,1113,ANGELICA,905573.9,1031657
